train_idx,text,label,label_text
1588,overall highly recommend phone,1,positive
1589,ipod great buy,1,positive
1590,1 feature amatuer photo enthusiast would want,1,positive
1591,owned two week expect looking getting another progressive scan dvd player higher quality soon,0,negative
1592,however setting using quick start instruction breeze,1,positive
1593,opinion best camera money looking something easy use small good travel provides excellent sharp image,1,positive
1594,perfect size small large also feature high tech phone user would want,1,positive
1595,wrt54g offer excellent security feature much easier configuration menu even need manual setup correctly,1,positive
1596,finally decided purchase player compatible napster 2 go subscription service allowing download much music want 14 95 flat fee,1,positive
1597,dependability seen glitch,1,positive
1598,installed activated registered ni 2004 without issue,1,positive
1599,symantec give u refund apology,0,negative
1600,purpose clarity review product edited appropriate product since part share many problem,0,negative
1601,3 picture come hazy hand shake even moment entire process taking picture,0,negative
1602,picture quality camera outstanding taking size price consideration,1,positive
1603,tried calling 866 4apexgo get,0,negative
1604,ease use ipod major attribute,1,positive
1605,unlike reviewer like tool easy operate outside router table,1,positive
1606,casio unit given great service would happy get another one tempted ipod sleek design storage capacity connection option firewire usb integration itunes,1,positive
1607,photo quality amazing know going fun feature,1,positive
1608,nokia mobile really teamed well baby,1,positive
1609,actually using nomad jukebox easy uncomplicated,1,positive
1610,everything listed zen,1,positive
1611,exposure compensation 1 3 stop increment leave set 1 3 stop brighten default exposure go bit dark taste,1,positive
1612,site offer live help,0,negative
1613,additionally fun stuff like tone wallpaper screen saver stop clock alarm java application chess currency converter etc,1,positive
1614,storage capacity great,1,positive
1615,glad work norton,0,negative
1616,game kind stink cant download get link cable get additional game,0,negative
1617,remote okay fan remote tiny button,0,negative
1618,also unproven battery life,0,negative
1619,phone nice blend feature without going overboard,1,positive
1620,double speed 2x forward speed still play mp3s sound pitch corrected smooth twice fast,1,positive
1621,overall build quality good macro result impressive video quality good picture flash good colour sharp result excellent auto white balance,1,positive
1622,sound quality ipod sound quality pretty good,1,positive
1623,function lever one switch capture view mode feel fragile,0,negative
1624,lot problem setting since software given along buggy,0,negative
1625,mentioned creative mediasource software actually really robust despite others said though notmad may still work better,1,positive
1626,using software itunes relatively simple plug usb cable wait machine detect ipod voila song listed itunes library transfer ed ipod,1,positive
1627,compatibility device excellent found one 11b device work mixed mode work anyone mixed mode,1,positive
1628,opened box shocked size thing tiny,1,positive
1629,needed three battery keep going s330 battery g3 real powerhouse,1,positive
1630,player fast sound great also many option like slowing speeding music making sound like hearing music huge auditorium,1,positive
1631,headphone jack thing garbage,0,negative
1632,57 picture total lcd went black except icon showing setting,0,negative
1633,smell easy use one hand free best us regular tall kitchen garbage bag get suckered using bag made pail impossible find,1,positive
1634,connect player computer via usb open mediasource listen stored mp3s stream directly xtra,1,positive
1635,small,1,positive
1636,day listening song locked anything,0,negative
1637,2 thing need fixing first battery life run 6 hr without problem medium usage button,0,negative
1638,several different occasion displayed disc disc inside,0,negative
1639,overall router seems like reasonably priced product th,1,positive
1640,pleased product,1,positive
1641,listed feature one thing sold unit play mpeg video,1,positive
1642,think biggest flaw,0,negative
1643,give 4 star installation process rather problem may surface installation process frustrating average computer user,0,negative
1644,m scandisk would appear due manual shutdown would scan 2nd bar 1 hr shut used go back,0,negative
1645,click wheel incredibly convenient however little overly touchy time make frustrated finger,1,positive
1646,1 champ easy use,1,positive
1647,believe camera still available find one might like get,1,positive
1648,get one accessory cheap extended warranty player get highly recommended,1,positive
1649,gripe hardware button,0,negative
1650,tried pail none compared positively champ,1,positive
1651,without doubt finest looking apex dvd player seen,1,positive
1652,player smaller think,1,positive
1653,transferring song player interface crashed time 4 5 time 4 5 hour period normally would cause major concern appears bug reproducible lead believe creative fix patched version shortly maybe computer,0,negative
1654,however failed deliver quality,0,negative
1655,,1,positive
1656,intuitive would like,0,negative
1657,good 1 large lcd screen colorful display good resolution,1,positive
1658,friend told diaper genie work well bought diaper champ based line review happy,1,positive
1659,pleased router,1,positive
1660,2 phone awfully slow,0,negative
1661,however playing three week convinced zen micro superior,1,positive
1662,sound bright clear ability store mp3 apple approved file great plan make use storage space sound recording time time,1,positive
1663,used corporate edition work without problem ever,1,positive
1664,problem touch pad sensitivity set low interface breeze use without even looking pdf manual,1,positive
1665,compact attractive machine easy set,1,positive
1666,usb 2 0 transfer insanely fast,1,positive
1667,beautiful design lot feature easy use configurable customizable battery duration amazing,1,positive
1668,nothing good luck mobile,1,positive
1669,issue right bat freezing staying shutting mode functioning well general,0,negative
1670,killer problem well done either,0,negative
1671,e interface took little getting used almost second nature,0,negative
1672,froze bad even use power button turn open take battery,0,negative
1673,usb 2 0 fast,1,positive
1674,part good dvd player,1,positive
1675,enjoy getting use touch pad,1,positive
1676,sound excellent battery life excellent fact battery replacable excellent finally price 200 cheaper 40gb ipod excellent,1,positive
1677,camera adequate want high re photo use digital camera instead,1,positive
1678,right firmware drag drop player like jump drive,1,positive
1679,must differing preference others prefer supplied earbuds sony thought sounded good player,1,positive
1680,product suck customer service apex suck,0,negative
1681,whichever may happy made purchase,1,positive
1682,movie played yesterday wo n play today,0,negative
1683,machine seems fine software came awful,0,negative
1684,beat carrying 500 cd collection wherever go,1,positive
1685,first glance thought phone little big maybe little complicated,0,negative
1686,follow instruction carefully based cd everything need get running time,1,positive
1687,compact size highest priority 2 megapixel camera canon powershot s100 digital elph standout choice aptly named diminutive design,1,positive
1688,also say take long moment camera digital image processing time press button camera actually take picture,0,negative
1689,make innumerable short coming biggest inability download update due problem liveupdate,0,negative
1690,rate one star work pretty good,0,negative
1691,also much le stinky,0,negative
1692,contrary ive read elsewhere g3 sync 1 250 second third party flash dedicated flash canon,1,positive
1693,color screen crisp liked,0,negative
1694,disappointment far battery life,0,negative
1695,still love,1,positive
1696,sure bad review computer especially slowed win 98,1,positive
1697,bored silver look,0,negative
1698,simply best player market really low price look anywhere else,1,positive
1699,beef raise regard pop face sometimes come bit easily besides perfect,0,negative
1700,battery life seems good take little time charge uploads mp3s quickly delay song,1,positive
1701,purchased jukebox got fried recharged asked 20usd look said would charge reaping damned thing,0,negative
1702,took try get use navigation user friendly player imo,1,positive
1703,fit finish product first rate,1,positive
1704,awesome newbie though personally like fasten every bolt,1,positive
1705,whole bunch device sounding name long,0,negative
1706,upon opening box confronted small cute little mp3 player,1,positive
1707,thing le month treated quite well never dropped headphone jack screwed,0,negative
1708,purchased phone knowing slightly old compared newer model nokia phone available,0,negative
1709,new driver cannon site help try want made use backup software,0,negative
1710,also slow song speed cool,1,positive
1711,keep one hand baby dump diaper time simple,1,positive
1712,unarguably better apple nice earbuds boot,1,positive
1713,embarassing getting phone call family member telling dvd player gave le 3 month ago longer working,0,negative
1714,high 2004 edition mostly low,0,negative
1715,way talk customer care,0,negative
1716,solid squeak free large screen,1,positive
1717,warning window remove program feature good job neither norton removal program,0,negative
1718,sleek design large memory capacity compatibility itunes ease use make one best portable digital listening device market,1,positive
1719,could make phone call location previously could like apartment,1,positive
1720,excellent phone phone look much better u see picture,1,positive
1721,look sleek modern,1,positive
1722,1 included lens cap loose camera,0,negative
1723,far seems best value money undecided creative zen micro seems best choice,1,positive
1724,different thing choose kind playing interface see interface modern classical,1,positive
1725,price incredible bonus pack hitachi 25 incentive need code go tool seeker com tell,1,positive
1726,unfortunately touch pad issue non intuitive poor instruction guide killed,0,negative
1727,cheaper hold song smaller,1,positive
1728,necessary scan m money database close program,0,negative
1729,recommend mobile nokia 6600 without reservation,1,positive
1730,stored 40 audio cd still close 2 8 gb free,1,positive
1731,see review place cracked lcd screen,0,negative
1732,hold odor nicely,1,positive
1733,firmware bug download install latest firmware linksys,0,negative
1734,buying player use napster go wait,0,negative
1735,phone must shut taken apart change memory card turning phone back take little,0,negative
1736,well backlit keypad,1,positive
1737,mobile pretty good server,1,positive
1738,kinda heavy kinda like walkman,0,negative
1739,best electronic bought since born,1,positive
1740,longer battery life greater accessibility online music service pc compatibility sensibility,1,positive
1741,navigation bit tricky take getting used included pdf instruction cover operation pretty well,0,negative
1742,camera take amazing picture size beat,1,positive
1743,2 easy enough grandmother use,1,positive
1744,phone winner,1,positive
1745,fine adjustment knob came router difficult use router table,0,negative
1746,headphone n best really expect much small headphone insert ear cavity,0,negative
1747,simple use,1,positive
1748,ok score 7 0 oh yes newest color phone quite cool,1,positive
1749,even leaving default setting without eax enhancement produce crystal clear playback,1,positive
1750,overall happy toy,1,positive
1751,overall pleased,1,positive
1752,since replaced pair black sennheisers packaged earbuds pretty uncomfortable similar ipod target ipod thief nyc,0,negative
1753,one really great,1,positive
1754,good enough,0,negative
1755,sunset feature take incredible pic morning evening,1,positive
1756,yes picture quality feature numerous mention unmatched camera price range,1,positive
1757,customer service agent always prompt polite service terrific,1,positive
1758,recommend phone anyone anytime,1,positive
1759,initially impressed loading 180 song seemed function well would lock battery removal remedied downloaded upgrade everything seemed alright,1,positive
1760,include mp3 wave wma wma pro wma loss le user friendly simply right clicking file converted,1,positive
1761,3x optical zoom average camera,0,negative
1762,eax feature pretty cool well creative included number eq adjustment example compensate extraneous noise encountered car train,1,positive
1763,love camera,1,positive
1764,like predecessor quickly revised nx player boast decent size weight relatively intuitive navigational system categorizes based id3 tag excellent sound widely known better ipod surprising considering number year creative audio peripheral business,1,positive
1765,resolution good color bright even changeable,1,positive
1766,looking phone integrate easily sonyericsson phone isync say stick sonyericsson,1,positive
1767,software mediasource work pc laptop intel p4 2 0 xp o,0,negative
1768,camera great wonderfully small attractive hi tech casing,1,positive
1769,downloaded updated firmware followed easy setup instruction,1,positive
1770,sony ericsson t610 t610 far inferior,1,positive
1771,file log responding program blocking cooky unauthorized site,0,negative
1772,navigating menu super easy especially owned previous model nokia phone,1,positive
1773,g3 loaded many useful feature unlike many smaller digital camera easy hold steady using slower shutter speed,1,positive
1774,big backlight make thing easy see writing big enough people see,1,positive
1775,take picture second turn camera literally,1,positive
1776,nomad ugly big comfortably fit pocket heavy control hard get used,1,positive
1777,really nice get pretty much piece music midi format free net,1,positive
1778,far linksys go used several product seem hold well problem,1,positive
1779,finally gave purchased router racier,0,negative
1780,lightweight sleek attractive,1,positive
1781,newbie find full auto setting give perfect picture right box,1,positive
1782,using supplied w transfer address different nokia phone,1,positive
1783,also liked fact save custom playlist made player computer,1,positive
1784,problem since first day,0,negative
1785,audio video also lacking,0,negative
1786,almost beginning liveupdate would function,0,negative
1787,guess two antenna help besides making look cooler,1,positive
1788,free help get renewing subscription,1,positive
1789,touchpad great get used much prefer standard button scroll wheel dell dj example,1,positive
1790,unfortunately sold exactly month later,0,negative
1791,handle make comfortable use experience little vibration,1,positive
1792,digital camera owner know go take picture moving object expect blurring preliminary testing simone move hand back forth lense another person take picture suprisingly crystal clear image appeared decently sized screen,1,positive
1793,player seem play dvd adequately enough,1,positive
1794,button seem little sticky tho hand free kit connector might problem,0,negative
1795,sceptically seen price deference maker comparable hp,0,negative
1796,would hang call,0,negative
1797,little disappointed low end,0,negative
1798,protective case completely useless since obscures display window,0,negative
1799,fact assign ringtones people group really cool,1,positive
1800,10 multiple play mode track order album shuffle etc standard jukebox player worth noting zen xtra deficient matter,1,positive
1801,lot feature calendar work like outlook calendar,1,positive
1802,drawback viewfinder slightly blocked lens,0,negative
1803,small zoom length would think zoom would silent since hardly zoom wrong,0,negative
1804,find remove spring much easier adjust stick much,0,negative
1805,mine generally requires charge every 48 hour really talk much,0,negative
1806,overall phone fantastic would given 5 star perfect,1,positive
1807,software n hassle,1,positive
1808,1 player plug play need install nomad explorer first mediasource transfer file patient used winxp detecting player dragging dropping music file,0,negative
1809,would recommend product anyone,1,positive
1810,love camera,1,positive
1811,like phone small fit pocket,1,positive
1812,hitachi plenty power run smooth cut effortlessly maple freud bit,1,positive
1813,banner ad pop ups reliable antivirus,1,positive
1814,buggy slow basically frustrates heck user,0,negative
1815,long live apple long live mac long live ipod,1,positive
1816,outside mobile service area phone seamlessly jumped onto wireless various service mobile service unavailable,1,positive
1817,exceedingly simple navigate around device,1,positive
1818,fully expect go bad way next 6 month reviewer pointed construction pretty flimsy,0,negative
1819,also say setting e mail account simple straight forward although need external smut server use,1,positive
1820,travel without knowing pocket,1,positive
1821,even nightmare sound problem still half way like product kept promise ability store 1500 song,0,negative
1822,work pretty well,1,positive
1823,output went black white via video composite connection v hold,0,negative
1824,norton pop window intrusion give much detail possible intrusion coming,1,positive
1825,build quality feel solid n shake whine playing disc picture sound top notch dot dd5 1 sound good,1,positive
1826,finding album song etc much easier would think would even 20 gig well 18 gig worth music,1,positive
1827,also complain diaper champ effective time pass keep following mind baby get older diet change aka solid food smell diaper,0,negative
1828,price feature really good,1,positive
1829,ripping song past week ease use wonderful,1,positive
1830,willing live larger size inconvenient road durability big zero,0,negative
1831,headphone jack seems major problem,0,negative
1832,also carrying case came mine cover display even though side control reachable open see display,0,negative
1833,really complaint unit,1,positive
1834,creative put lot effort making player appeal true geek search coolness functionality electronic device,1,positive
1835,sound quality two zen sound adjustment normal eax feature,1,positive
1836,also touchpad seems waterproof degree,1,positive
1837,finally reiterate thumb rating mobile carrier,0,negative
1838,anti spam good,1,positive
1839,ultimately learn bad nokia recent loss market share utterly deserved,0,negative
1840,complaint push scroll wheel select push straight stick,0,negative
1841,bad mention anything cd used mac,0,negative
1842,problem following installation instruction,1,positive
1843,4mp chip 4500 camera plus 3x zoom ability expand upon extenders great closeup mode long lasting rechargable battery etc etc,1,positive
1844,yes may get whiff smell flip handle gone,0,negative
1845,first failed whenever connecting get update,0,negative
1846,sound quality excellent accessing music easy control generally well thought,1,positive
1847,compromise little camera amazing thing,1,positive
1848,sound level also high would expected,0,negative
1849,usb 2 0 make fast transfer,1,positive
1850,still fit palm hand heavy,1,positive
1851,simply hate symantec swear could physically ripped software computer bare bleeding hand would,0,negative
1852,overall nikon 4300 dependable robust useful little camera,1,positive
1853,rather creating directory bookmark found one area user must actually find track bookmark made,0,negative
1854,back player nice water ripple inside clear white coating,1,positive
1855,picture tack sharp color vivid 7 mega pixel quality plenty high manipulate crop image heart desire,1,positive
1856,would liked given 4 1 2 star docking 1 2 star size,0,negative
1857,micro impressive array nice feature well designed user interface,1,positive
1858,overkill simple snapshot unless got way much money blow,1,positive
1859,waste money time trying purchase special bag champ,1,positive
1860,6 small clear tft screen,1,positive
1861,frankly think one niftiest piece hardware ever used,1,positive
1862,fm tuner fm tuner creative zen micro version zen tuner iriver h10 20gb rio karma audio x5 fm tuner,0,negative
1863,2 remote work work left standing thinking something wrong,0,negative
1864,overly fond green used hitachi m12v turn fond,1,positive
1865,1 achieved basic objective entire cd collection portable device lot room store,1,positive
1866,great camera great investment,1,positive
1867,software installed flawlessly without problem window 2k machine,1,positive
1868,remember phone us operating system symbian feature rich w 65k color,1,positive
1869,worry running refill diaper pail,1,positive
1870,click wheel ability scan thousand song organizes great,1,positive
1871,tech spec suggest better audio quality ipod,1,positive
1872,fortunately yet single problem player,1,positive
1873,love feature ipod many thing,1,positive
1874,second creative lab mp3 player definitely fine product,1,positive
1875,n read thing operate intuitive,1,positive
1876,slow initially start turned never complaint speed,1,positive
1877,sort music artist album genre etc easy wade 5 gig tune find looking,1,positive
1878,plus side packed feature including bluetooth work fine really tiny computer also phone negative,0,negative
1879,router everything supposed dont really know talk bad,1,positive
1880,pick favorite color buy,1,positive
1881,get woth every penny,1,positive
1882,clear blue light allows see everything screen easily,1,positive
1883,repeal cleaning cleaning still stuck using little,0,negative
1884,shortly brought plunging shaft started sticking,0,negative
1885,definitely prefer champ,1,positive
1886,glad canon decided keep 4mp resolution improved upon new technology,1,positive
1887,ease use design ipod easy use mp3 player figure even one,1,positive
1888,camera functionality available selectable screen functional,0,negative
1889,tried install second dvd player brother house one work either,0,negative
1890,simple work,1,positive
1891,problem small glitch mobile,0,negative
1892,main dial backlit,0,negative
1893,count negative however much nuisance price get router way good pas,1,positive
1894,seemed like good deal pps frequently recognize dvd music cd take long time loading concludes disc,0,negative
1895,light weight enough take everywhere powerful enough get outstanding pix,1,positive
1896,firewall came wizard made effortless configure lan,1,positive
1897,connected phone two laptop ipa 4155,1,positive
1898,adjustment knob seemed ok lowering router practically pull turning knob,0,negative
1899,control easy yo use easy get,1,positive
1900,1 phone best keypad nokia phone offer,1,positive
1901,work word explorer netscape acrobat reader photoshop time meaning using lot memory still dont see problem computer getting slow crashing,1,positive
1902,design col let excellent far exceeds craft man toy junk router previously purchased,1,positive
1903,weakness minor feel layout remote control n show complete file name mp3s really long name must cycle every zoom setting 2x 3x 4x 1 2x etc getting back normal size sorry ignorant way get back 1x quickly,0,negative
1904,get chapter 34 everything freeze,0,negative
1905,amazon com great price go wrong,1,positive
1906,champ drop dirty diaper opening flip lid,1,positive
1907,really awfully small,0,negative
1908,provide enough volume connected larger headphone external receiver car radio,0,negative
1909,brother old linksys b band wireless router home like magic,1,positive
1910,1 hitachi might come stiff spring mechanism,0,negative
1911,highly recommend camera anyone looking excellent quality picture combination ease use flexibility get advanced many option adjust like,1,positive
1912,number button crammed 3x4cm area font small interface convoluted frustrating customizable well,0,negative
1913,one downside writing mobile n updated zone system fully support 6610,0,negative
1914,also voice recording something mp3 player ipod,0,negative
1915,voice recorder good record song radio ring tone,1,positive
1916,want sharp looking fast digital camera need want manual control camera,1,positive
1917,speakerphone work better speakerphone ever,1,positive
1918,main drawback fact voice dialing system kinda picky,0,negative
1919,nokia make great phone one cream crop,1,positive
1920,alot good game,0,negative
1921,third poor design continues case,0,negative
1922,auto color balance often fooled dense cloud,0,negative
1923,1 spare battery would great,0,negative
1924,use storage hard drive,1,positive
1925,also small covering lens need worry lens get scratched,1,positive
1926,sold month expensive shot got,0,negative
1927,size extremely small convenient fit pocket bother,1,positive
1928,use creative zen player subscription service need go creative web site download new software pc,0,negative
1929,among requirement phone good screen decent camera bluetooth gprs support,1,positive
1930,example tried playing new pirate caribbean extra feature dvd dvd player read,0,negative
1931,come clearly written manual learning curve steep,1,positive
1932,great battery life fm radio excellent signal hand free speakerphone say probably favorite function downloadable java apps,1,positive
1933,10 time find device attach pc,0,negative
1934,luckily soft start helped took wood tossed worse case finger,0,negative
1935,overall best phone ever owned,1,positive
1936,looking small camera throw pocket take great pic video get sd500,1,positive
1937,6 excellent battery life 14 hour beat ipod,1,positive
1938,update knew loved champ using diaper genie friend house really reinforced,1,positive
1939,smaller size 1 gb space radio voice recording removable battery cooler look one,1,positive
1940,1st tried found problem playing expensive dvd r medium disc player would play surprise able play cheep medium burned could n get work anything dvd burner made disc,1,positive
1941,purchased router woodworking show watching ct people using demo bit impressed performed,1,positive
1942,zen n support folder really storage device even third party software creates folder document program launched zen hard disk storage device best,0,negative
1943,considering price spec might best buy large memory mp3 player,1,positive
1944,purchased ad 2600 month ago numerous problem,0,negative
1945,cut ear hold template guide place could get big panel raising bit,0,negative
1946,depth locked jump little working,0,negative
1947,take great picture operates quickly feel solid,1,positive
1948,even reading instruction still hard figure,0,negative
1949,need wireless router get get get work really good,1,positive
1950,multimedia function enhanced multi slide mm message gallery organizing digital content captured downloaded phone,1,positive
1951,scroll wheel big improvement ipod touchpad,1,positive
1952,still play everything see,0,negative
1953,several year torture hand customer service delighted drop look forward august 2004 convert 3 family phone mobile,0,negative
1954,say camera perfect,1,positive
1955,otherwise take good picture shutter delay n bad either,1,positive
1956,know piece junk,0,negative
1957,already knew something wrong much spam seen past six month resellers norton product,0,negative
1958,offer way feature need one use work well,1,positive
1959,norton downhill slid recently product one fallen cliff,0,negative
1960,wonderfully small digital camera produce fantastically good picture printed decent photo quality printer photo quality paper,1,positive
1961,window user install software including driver itunes desktop area encountered nuisance,0,negative
1962,2000 file playlist moment random nice job mixing,1,positive
1963,price still le even lowest level ipod able get 40gb monster best part work great advertised,1,positive
1964,locked proprietary business like apple baby play wmas,1,positive
1965,easy use make transfering cd collection player cinch,1,positive
1966,average indoor shot flash quite good 35mm,0,negative
1967,numerous list fm radio weak reception least microphone name two,0,negative
1968,good small size durable seeming metal case easy use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software knit picture together give wide panorama,1,positive
1969,control bit awkward,0,negative
1970,seems read dvd fine read quietly pioneer player fairly loud disc spin noise,1,positive
1971,right box loved better feature ipod great sound quality limitation music source use,1,positive
1972,keep disconnecting interruption 3 4 time per day best,0,negative
1973,30gb zen xtra rock sock spill beer n wash car,1,positive
1974,sending unit company purchase cost 90 ability record built microphone great recording reminder meeting sturdy construction mention sound quality excellent,1,positive
1975,1 problem accessory yet,0,negative
1976,great camera think really worth investment,1,positive
1977,option flash automatic,1,positive
1978,noticed odor one expected unloading diaper champ least smell anything every time use,0,negative
1979,major problem software,0,negative
1980,constant high pitched distorted sound mention volume seem loud enough,0,negative
1981,new cd almost always began skipping play,0,negative
1982,spec ail bag deal buy,1,positive
1983,included leather pouch big plus actually protects unit well something lot carrying case fail audio device,1,positive
1984,good player worked loved design,1,positive
1985,machine light slim fit nicely tv stand,1,positive
1986,excellent sound mean player juice,1,positive
1987,nit include least kind carrying case everything,0,negative
1988,picture razor sharp even macro,1,positive
1989,door broke month,0,negative
1990,sound amazing,1,positive
1991,unable achieve sound quality par simple portable cd player bass boost,0,negative
1992,glad bought camera,1,positive
1993,apex ad 2600 run dvd medium including dvd r rw dvd r rw unlike sony panasonic one support r rw another support r rw,1,positive
1994,happy talk anyone camera,1,positive
1995,photo quality amazing,1,positive
1996,quality superb,1,positive
1997,sound setting adjusted personal preference,1,positive
1998,go pretty far away router still connect wirelessly,1,positive
1999,enough power hog material one pas usually take multiple prevent blowout smoother finish,1,positive
2000,even used new dvd player already disappointed,0,negative
2001,compact rounded edge,1,positive
2002,week camera exceeded expectation,1,positive
2003,camera cool stitch picture feature find log canon website,1,positive
2004,edge guide top quality easy install accurate,1,positive
2005,make extremely easy use well laid control learned quickly,1,positive
2006,unfortunately bought player ps2 could n play dvd player play everything,0,negative
2007,use nokia 6600 great color tft display camera equipped zoom complement built video recorder audio real one player playback streaming 3gpp compatible real medium video clip,1,positive
2008,4300 come excellent easy install software use xp win98 without problem battery charger usb video cable,1,positive
2009,also sound excellent compared earbuds including retail set like panasonic sennheisers,1,positive
2010,great phone,1,positive
2011,darn thing work promised amazingly cheap,1,positive
2012,installation problem people highlighted,1,positive
2013,sound quite good term volume,1,positive
2014,ability serve back music collection huge plus,1,positive
2015,wrt54g plus hga7t perfect solution need wireless coverage wider area hard walled house case,1,positive
2016,extra gb hard rive space remove able battery fm tuner well fact previously satisfied owner nomad ii put top,1,positive
2017,almost always get good strong signal even fairly remote area southwest,1,positive
2018,pleased picture quality durability snow car boat wind,1,positive
2019,tried instinct intuitive unless network geek,0,negative
2020,price,1,positive
2021,feel slow focus unbearably slow shoot,0,negative
2022,headphone jack failure seems occur warranty period expire,0,negative
2023,software good either driver trouble working sound blaster product dumb,0,negative
2024,poor visibility key,0,negative
2025,8 battery life excellent,1,positive
2026,one purchased friend gift read dvd disc,0,negative
2027,people take lest effort process rebate form,0,negative
2028,saw complaint load time menu feel people exaggerating menu load time,0,negative
2029,use glad tall kitchen trash bag odor shield target work wonderfully,1,positive
2030,feature incredibly intuitive even novice like,1,positive
2031,button rather stiff,0,negative
2032,friend impressed quality picture took,1,positive
2033,thought buy refill using regular bag awesome,1,positive
2034,like automatic key lock function,1,positive
2035,button interface easy use,1,positive
2036,took hour set wireless environment townhouse called yet problem,1,positive
2037,one drop pocket desktop goner,0,negative
2038,upgrade,1,positive
2039,difficult change genre album track information large number track,0,negative
2040,case ever make quality control,0,negative
2041,bad product,1,positive
2042,overall incredibly impressed new zen touch,1,positive
2043,many disney movie n play dvd player,0,negative
2044,adjustment setting could help make better,0,negative
2045,phone great whole like others one two good quality,1,positive
2046,left car immediately shuts overheating error left hot car long,0,negative
2047,using diaper champ almost 14 month happy,1,positive
2048,6600 amenity world phone camera vga zoom night mode timer video w audio zoom speaker good sound bluetooth infrared modem computer electronic wallet internet access calendar calculator converter,1,positive
2049,blue light also make player one fashionable market also,1,positive
2050,getting file onto quick painless,1,positive
2051,install version uninstall window registery anything called symantec nortron also common file program folder symantec folder deleted,0,negative
2052,would imagine problem camera compact nature,0,negative
2053,track name artist album genre automatically retrieved via internet labeled properly categorized zen,1,positive
2054,picture quality color sharpness focusing great completely eliminated doubt digital imaging could one eat rice one grain time,1,positive
2055,speakerphone radio feature work perfectly,1,positive
2056,overall basic function well expect mp3 player today zen micro rise occasion,0,negative
2057,camera light tiny literally carry everywhere great considering artist like capture interesting item future painting,1,positive
2058,distortion problem phone pleased phone used,1,positive
2059,3 remote capture file viewer software bundled photo capture mind blowing,1,positive
2060,maybe lack experience found shot camera disappointing,0,negative
2061,enough capacity capability complete household inventory example,1,positive
2062,yes corner lens barrel distortion n like harm done since always use cam ea lcd screen see exactly going get viewfinder n zoom zoom lens distortion go away canon know engineered way minimize parallax phenomenon lamest exactly ot picture,0,negative
2063,load disk say disk,0,negative
2064,diaper champ far best diaper pail,1,positive
2065,love performance feature router,1,positive
2066,favorite feature although many speaker phone radio infrared,1,positive
2067,color screen make free rebate phone shine bright command responsive,1,positive
2068,first router safety hazard pay attention careful,0,negative
2069,really easy direction setup fiddling around picture zoom etc,1,positive
2070,far pleased,1,positive
2071,simple nuance much nokia still refuse acknowledge fact technician could broken phone repair phone free,0,negative
2072,like solution first blame application error tech person line probably microsoft error,0,negative
2073,friend ipod although sound quality probably meet audiophile standard product better anything creative made,0,negative
2074,scroll bar take getting used,0,negative
2075,general button placement user friendly,0,negative
2076,way contact customer service,0,negative
2077,overall like unit,1,positive
2078,picture clear bright sharp sound good,1,positive
2079,product lifesaver,1,positive
2080,recent price drop made g3 best bargain digital camera currently available,1,positive
2081,6 nikon coolpix line well established line know support part going available even nikon release newer model,1,positive
2082,like small solid feel,1,positive
2083,used norton past 5 year last 2 year software gotten disgraceful,0,negative
2084,term shot taken camera insanely great,1,positive
2085,year carrier expensive plan horrible customer service portability seemed heaven sent,0,negative
2086,nokia 6600 year generally happy mobile,1,positive
2087,sent creative customer service 3 email help one bit seem even want help,0,negative
2088,free didnt know still carrying case really protective accessory need except good headphone,1,positive
2089,tend run quite hot given lot room air circulation,0,negative
2090,got camera unbelievably low price amazon,1,positive
2091,progressive scan option turned easily button remote control one simplest easiest remote control ever seen used,1,positive
2092,playing dvd finally le 60 day would recognize anything pop,0,negative
2093,easy use small big,1,positive
2094,sure look nice though recommend music lover anywhere quality audio excellent control indicator rapidly become intuitive storage capacity battery life huge,1,positive
2095,itunes downloaded enclosed cd free apple site,1,positive
2096,nokia 6610 relatively new phone great phone,1,positive
2097,built microphone great recording short voice note,1,positive
2098,p snag encountered initially configuring device trying hook micro front usb port bus front port motherboard enough power connecting rear port work perfectly,0,negative
2099,noisy environment hard hear earpiece,0,negative
2100,easy set problem archos,1,positive
2101,black one adore,1,positive
2102,giving 4 star setup process miserable,0,negative
2103,video recorder bit odd sometimes get 9 sec recording sometimes get 17,0,negative
2104,downside found phone bit slow react meaning push contact button take load true almost menu program phone,0,negative
2105,problem far happy,1,positive
2106,bluetooth drain battery quick thought would usually go 1 5 day bluetooth along making call need full recharge,1,positive
2107,tough one unless wan na drive car,1,positive
2108,largest diaper pail seen without taking floor space,1,positive
2109,neither picture sound,0,negative
2110,also instruction manual bad,0,negative
2111,battery nice,1,positive
2112,scroll button scroll wheel nice idea keep le clutter button would sometimes get stuck keep scrolling,0,negative
2113,play wide range format advertised nice,1,positive
2114,small enough fit easily coat pocket purse,1,positive
2115,phone small light attractive,1,positive
2116,looking phone synced mac osx using bluetooth decent battery life could check email good reception nice screen size durable break often break small gadget,1,positive
2117,research creative hard drive player found durable tend crash read review amazon com see,0,negative
2118,phone pretty nice,1,positive
2119,lot camera one actually used stored desk way shiest pocket,1,positive
2120,far complaint recommend anyone want quality appearance also anyone want hard drive based mp3 player want pay next nothing,1,positive
2121,extremely pleased camera,1,positive
2122,overall impressed player,1,positive
2123,however since router backward compatible pose problem,1,positive
